id,name,latitude,longitude
179,Corregidora QUERETARO,20.47781285,-100.44124714158
180,"Estadio Chateau Carreras, Cordoba",-31.3648074,-64.2212529442302
181,St Etienne,45.4401467,4.3873058
182,Cancha de Racing Avellaneda,,
183,Prince Faisal ibn Fahd Stadium,,
184,"Pro Player Stadium, Miami",25.9579158,-80.2388668660709
185,DRESDEN,51.0493286,13.7381437
186,XANTHI,41.1380289,24.8862688
187,"Sydney Football Stadium, Sydney",-33.88905995,151.225387171003
188,"San Siro, Milan",45.4751817,9.1349398
189,NAKASAKI,34.643973,134.99679
190,EAST RUTHERFORD,40.833989,-74.0970864
191,LOJA,37.1661118,-4.1491592
192,"Ramat Gan, JERUSALEM",32.0724892,34.824244
193,Pocitos MONTEVIDEO,-34.9074399,-56.1461842
194,BRASOV,45.6523093,25.6102746
195,Tiigiveski TALLINN,59.4279184,24.7592721017464
196,Rudof Gheimer Platz WIEN,,
197,Farul,44.1973595,28.6391558465387
198,LAGOS,20.0171109,103.378253
199,"Ernst Happel Stadion, Wien",48.20718935,16.4209170656698
200,National Stadion KAVALA,,
201,"Jan-Breydel Stadium, Bruges",51.1933461,3.18058529424062
202,Nishigaoka Stadium,35.7691906,139.707874318882
203,"Football Stadium, Sydney",-33.88905995,151.225387171003
204,TOLUCA,19.292545,-99.6569006
205,"Allianz Arena, Munich",48.21875735,11.6246933758953
206,"Universitaria, Mexico City",19.3337382,-99.1971316
207,Estadio Rosabal Cordero COSTA RICA,,
208,DEMZLI,,
209,Surjah SURJAH,,
210,SHANGHAI,31.2253441,121.4888922
211,Valenciennes,50.3594889,3.5266657
212,FirstEnergy Stadium,41.5060559,-81.6997117452594
213,El Coloso de Ruca Quimey,,
214,"Reales Tamarindos, Portoviejo",-1.0485139,-80.4538083760925
215,"Hristov Bonev Stadion, BLAGOYEVGRAD",,
216,"Bosuilstadion, Antwerp",,
217,KAUNAS,54.8982139,23.9044817
218,GOIANIA,-16.6808819,-49.253269
219,CHEMNITZ,50.8322608,12.9252977
220,LINZ,48.3059078,14.286198
221,Chernomorets,42.4438501,27.63823
222,Estadio Magalhaes,-19.62256095,-44.03934537521
223,Santa Ana Bowl,33.72712425,-117.92078615
224,Na Bazalech OSTRAVA,,
225,"Fort Carre, Antibes",43.5908477,7.12783283362717
226,Flor Blanco SAN SALVADOR,,
227,Tingvalla KARLSTAD,59.3856931,13.4925687322094
228,PASADENA,34.1476452,-118.1444778
229,IRBID,32.5555885,35.8493104
230,Trabzon,41.0052391,39.7253106
231,"Al Hassan, Erbed City",,
232,Spartak SUBOTICA,46.1007432,19.6698199
233,Stadionul Lia Manoliu,44.4395345,26.1504022
234,Costantoglio SALONIKA,,
235,"Lang Park, Brisbane",-27.4649983,153.009602020717
236,MALABAR,-9.37759105,46.3617080669586
237,CHILILABOMBWE Stadium,,
238,"Dens Park, Dundee",56.4746055,-2.97362607563045
239,Beersheva TEL AVIV,,
240,"Ninian Park, Cardiff",51.47486455,-3.20007514795046
241,"Stadion De Goffert, Nijmegen",51.82243655,5.83722107686458
242,Legion Field,33.5114854,-86.8428268497432
243,Parque Necaxa MEXICO CITY,19.47761,-99.1261777842304
244,Bucheon Stadium,37.5054628,126.7973431
245,Marijampole Stadium,54.539554,23.3490295979931
246,MAIMI,7.220104,-73.4854424
247,"Utogrund, Zurich",47.3801689,8.4971119
248,Invesco Field,39.743952,-105.020910475
249,REYKJAVIK,64.145981,-21.9422366
250,Highfield Road,54.2596551,-8.46909864976309
251,Bieberer Berg Stadion,50.09466755,8.79864104508734
252,OMIS,43.4446927,16.6912891
253,Olimpia ASUNCION,-25.2922946,-57.6088353919041
254,ROSARIO,-32.9595003,-60.6615414
255,Estadio Pascal Guerrero,,
256,Carlaw Park AUCKLAND,-36.85357545,174.776020975754
257,Hapoel JERUSALEM,31.7526292,35.1895415
258,CD MEXICO CITY,19.3418269,-99.2080243
259,"Bahrain National Stadium, East Riffa",26.15362705,50.5434258298291
260,"Estadio da Ressacada, Florianopolis",-27.66628635,-48.5317362349615
261,Ramond James Stadium TAMPA FLORIDA,,
262,Yale Bowl NEWHAVEN,,
263,"Red Bull Arena, Salzburg",47.81640615,12.9982488279151
264,Kariuomenes stadionas KAUNAS,,
265,CACERES,39.4745175,-6.371676
266,Munhak Stadium INCHEON,37.4369266,126.69338122686
267,Insular PALMAS DE MALLORCA,,
268,NEW HAVEN CONNECTICUT,41.3082138,-72.9250517
269,VILNIUS,54.6870458,25.2829111
270,SIBENIK,43.7331716,15.9002171
271,Sport de Nunoa SANTIAGO,,
272,"Rasunda, Solna",59.365658,17.9946009
273,Adelaide,-34.9274283,138.599899
274,Hwaseong Stadium,,
275,Ratina,61.4933667,23.7674306
276,Kautatzogl',,
277,"El Campin, Bogota",4.6447651,-74.0787381
278,CAIRO,30.0488185,31.2436663
279,Estadio Monumental David Arellano,-33.5066135,-70.6059769709317
280,KOTKA,60.4674228,26.9450844
281,Estadio Municipal Ceibeno,,
282,Vodacom Park,-29.117235,26.2087695670054
283,"Mar Del Plata, Buenos Aires",-37.9977224,-57.5482702
284,"Al Nahyan Stadium, Abu Dhabi",,
285,"Mercedes-Benz Arena, Stuttgart",48.7922355,9.23207857743794
286,Estadio Municipal de Chaves,41.7509087,-7.46479601707865
287,"Estadio Castelao, Fortaleza",-3.80723075,-38.5224871482606
288,Spartak PLEVIN,,
289,Nihondaira Stadium,34.9889134,138.432378652863
290,"Heinrich-Zisch-Stadion, Munich",,
291,Nazionale ROME,41.4467473,12.6283909
292,Melbourne Cricket Ground,-37.81990625,144.983220037201
293,"Sant'Elia, Cagliari",39.1951647,9.1379886
294,Sarria BARCELONA,41.399373,2.1215125
295,"Constant Vanden Stock, Anderlecht",50.83406375,4.29788685049252
296,King Abdullah Sports City Stadium,21.7632211,39.1642998996868
297,Cappielow Park,55.9413087,-4.72717084865556
298,Estadio Polideportivo de Pueblo Nuevo,7.78707985,-72.1978862060783
299,Al Nasr Stadium,30.11107275,31.3675559935612
300,Herndon Satdium,,
301,COLON,20.7496727,-100.079662872341
302,"Stade Pierre-Mauroy, Villeneuve D'Ascq",50.61204445,3.13044686168557
303,Adana,37.0033484,35.3263252
304,"Xiannongtan, BEIJING",39.87421695,116.388994738245
305,Hartley Vale,-33.5316666,150.2344444
306,World Cup Stadium JEONJU,,
307,"Revolucion, Guatemala City",,
308,"Cricket Ground, MELBOURNE",-37.81990625,144.983220037201
309,Campo MILAN,40.9702144,-5.6585835
310,Estadio Morera Soto SAN JOSE,,
311,GRAZ,47.0702563,15.4385716
312,"Estadio Nacional de Ombaka, Benguela",-12.54270325,13.4600002
313,Estadio Modelo TACNA,,
314,WILLEMSTAD,12.1091242,-68.9316545
315,"National Stadium, Singapore",1.30454455,103.874373218272
316,VERACRUZ,19.333333,-96.6666669
317,"Sun Life Stadium, Miami",25.9579158,-80.2388668660709
318,"Grand Stade Adrar Agadir, Agadir",,
319,Gamla Ullevi,57.70623135,11.9808942129977
320,Gyori Dozsa GYOR,,
321,INCHEON,37.4966135,126.6057595
322,Villa Park,52.5091264,-1.8850353312213
323,Heliopolis SEVILLE,37.3545506,-5.98383847547328
324,NAPLES,40.8359336,14.2487826
325,Estadio Ingeniero Hilario Sanchez,,
326,Videoton SZEKESFEHER,,
327,Saitama Stadium SAITAMA,35.9030742,139.717605709319
328,PITESTI,44.8572343,24.8719422
329,Garibaldi PISA,43.7153625,10.4116926
330,"De Kuip, Rotterdam",51.8938646,4.52322812996623
331,GUATEMALA CITY,14.6417889,-90.5132238
332,"Parkhead, Glasgow",55.8512427,-4.1968515
333,MURCIA,37.9923795,-1.130543
334,"Independence Park, Kingston",41.97013175,-70.715930704156
335,"Alianza, Lima",-11.9869738,-76.8175373
336,"Estadio Olimpico Atahualpa, Quito",-0.1775603,-78.4765672
337,Campus Municipal MALDONADO,,
338,Hypo Arena,,
339,National DUBAI,25.1064363,55.1921119704361
340,"Mariendorf, Berlin",52.44008,13.3900277
341,MESSINA,38.1937571,15.5542082
342,BAHAHOYO,,
343,LIMASSOL,34.79489125,32.985589384508
344,"Stade Olympique de Montreal, Montreal",45.55779835,-73.5516457051664
345,"Newcastle Road, Sunderland",54.9155856,-1.3825665
346,"Gerhard Hanappi Stadion, Vienna",,
347,SANTO DOMINGO,18.4801972,-69.9421109
348,"Arrowhead, Kansas City",39.04894045,-94.4830033004872
349,Pontiac Silverdome,42.6457913,-83.2547572529029
350,CARSON CITY USA,39.1637984,-119.7674033
351,"AFG Arena, St Gallen",47.4087228,9.30586754483616
352,"Estadio Felix Capriles, Cochabamba",-17.37931935,-66.161702820685
353,MALMO,55.6052931,13.0001566
354,"Pakhtakor Stadium, Tashkent",41.3155045,69.2603393371698
355,Ankara 19 Mayis Stadyumu,,
356,Lviv UKRAINE,49.841952,24.0315921
357,Kupittaa TURKU,60.4457649,22.294073
358,LFLS Stadionas,,
359,"Estadio Deportivo Espanol, Buenos Aires",-34.6185657,-58.4476661141665
360,"Estadio Olimpico Metropolitano, San Pedro Sula",15.4700805,-88.0067265818748
361,Omladinski BEOGRAD,44.8153386,20.4939287019568
362,VINA DEL MAR,-33.0245029,-71.5518118
363,"Landhof, Basel",47.5622753,7.60277070288962
364,Estadio Carlos Salazar GUATEMALA CITY,,
365,Estadio Puebla Nuevo,,
366,Waynecott Stadium LOS ANGELES,,
367,Sletovy PRAHA,,
368,"23 August, Bucuresti",44.42717195,26.206882415426
369,Jose Encarnacion Stadium,-34.61011075,-58.9083671516027
370,"Comunale, Bari",41.1255116,16.8674549709614
371,Alsancak,35.3431715,33.1956124
372,Walkers Stadium,40.76003535,-111.848890583698
373,DEBRECEN,47.531399,21.6259782
374,MISSON VIEJO CALIFORNIA,,
375,"Andrea Doria, Genoa",44.4114618,8.9156676
376,Estadio Joao Castelo,-4.86065055,-43.356959415881
377,SOLUN,40.6403167,22.9352716
378,Levy Mwanawasa Stadium,-12.97553115,28.6112267740112
379,NEW DELHI,28.6138967,77.2159562
380,Easter Road,55.9618145,-3.1652428512334
381,Estadio Ciudad del Este,-25.52703075,-54.6127367257786
382,Millenaris Palya,,
383,"Tynecastle Park, Edinburgh",55.9389938,-3.23245547480291
384,Skinner Park SAN FERNANDO,,
385,Independiente AVELLANEDA,-34.66974285,-58.3721211669098
386,Stadium Miyagi SENDAI,38.31915005,140.88182075
387,"Kennington Oval, London",51.4827988,-0.1138287
388,"Stade Olympique d'El Menzah, Tunis",36.83984285,10.1851756610146
389,Tokyo National Stadium,35.67827215,139.715078809041
390,KOZANI,40.3007259,21.7883119
391,Stadium SAITAMA,35.7685153,139.420545054424
392,Sausalito VINA DEL MAR,-33.0156465,-71.5379017
393,ORAN,35.7032751,-0.6492975
394,GUADALAJARA,40.7399963,-2.50592992588473
395,Sydney Football Stadium,-33.88905995,151.225387171003
396,"Huseyin Avni Aker Stadi, Trabzon",41.003911,39.7051853037212
397,"North Harbour Stadium, Auckland",,
398,FLORIANOPOLIS,-27.5973001,-48.5496097
399,Sports Stadium SYDNEY,-33.7229362,151.088062661241
400,Silvio Appiani PADUA,45.393888,11.8752685131725
401,"Jules Otten Stadium, Ghent",,
402,MELBOURNE,-37.8142175,144.9631608
403,Belgrade,44.8178787,20.4568089
404,QUITO,-0.220164,-78.5123273
405,Pinheirao,-25.4314004,-49.2195664758977
406,El Camino TORRANCE,33.8180277,-118.3823473
407,St Kilda Football MELBOURNE,-37.8264351,144.98749224982
408,SANTA CRUZ TENERIFE,28.2935785,-16.621840296596
409,"King Fahd International Stadium, Riyadh",24.7885806,46.8391448600996
410,Koln Stadium KOLN,,
411,Yankee Stadium,40.82958275,-73.926521084919
412,Tahnoon Bin-Mohammed Stadium Al AIN,,
413,AZOGUES,-2.7388422,-78.8481216
414,Nacional Santa Beatriz LIMA,,
415,"Stade du 5 Juillet 1962, Algiers",36.75951425,2.99541222072309
416,"Stadion Partizan, Belgrade",44.78322025,20.4646750508839
417,SEOUL,37.5666791,126.9782914
418,Jose Fragelli,-15.6040648,-56.1216449049125
419,CALCUTTA,22.5677459,88.3476023
420,"Stade Matmut Atlantique, Bordeaux",44.8973524,-0.561604249814463
421,"Metalist Stadium, Kharkiv",49.980863,36.261575957656
422,"Municipal, Toulouse",43.58331005,1.43404732412881
423,KUWAIT,29.2733964,47.4979476
424,"Tehelne Pole Stadion, Bratislava",,
425,Pallokentta,65.07340955,25.3977882074994
426,Tongdaemun SEOUL,,
427,ROMA,41.8935085,12.4825526
428,Nacional CARACAS,14.6724306,121.096354
429,"Slough, Slough",51.5111014,-0.5940681
430,Meiji Stadium TOKYO,35.6745155,139.717212991568
431,SAN BERNARDINO,34.1083449,-117.2897651
432,Maharadja COCHIN INDIA,,
433,"Estadio Edgar Augusto Proenca, Belem",-1.38115345,-48.4448359652915
434,BERLIN,52.5170365,13.3888599
435,The Home Depot Center,33.86430885,-118.261074105668
436,BENEVENTO,41.1295587,14.7824639
437,Estadio Olimpico de la Ciudad Universitaria,,
438,"Stade 11 June, TRIPOLI",,
439,"Carson Stadium, Carson City",,
440,"Vicente Calderon, Madrid",40.40174065,-3.72065579018722
441,Kunming,25.0515153,102.7017638
442,Ullevi GOTEBORG,57.7059173,11.9888397382423
443,"Champion Hill, DULWICH",51.4637311,-0.0865863
444,McAfee Coliseum,,
445,"1 May, Bucuresti",,
446,Municipal BEIT-SHEAN,,
447,"FNB Stadium, Johannesburg",-26.2347712,27.9826450924133
448,"Stade El Harti, Marrakesh",31.6276677,-8.00934988340807
449,Sani Abacha Stadium,11.99966395,8.52926880832719
450,Venus BUCURESTI,44.3938798,26.0480863
451,CONSTANTA,44.1724166,28.6208196629799
452,Sant'Elia,38.0967227,13.5395736
453,Calderon MADRID,-0.0778859,-78.4317129
454,"Stade de Balexert, Chatelaine",,
455,"King George V Stadium, St Johns",,
456,Monumental Juana La Avandazora,,
457,Pontiac Silverdrome,,
458,"Meinau, Strasbourg",48.5529322,7.7523082
459,Campo de los Hermanos Ghersi,,
460,Villa Belmiro,-23.9458461,-46.2913138
461,Rennes,48.1113387,-1.6800197
462,FFU Training KYIV,,
463,Municipal KENITRA,34.26255845,-6.58235384247131
464,Toyota Park,41.7649649,-87.8061550239368
465,Olimpico GUAYAQUIL,-2.1833843,-79.9795834
466,Stade Saint Jacques BALE,,
467,"Stade Michal Volnay, Reunion, St Pierre",,
468,Molineux,17.3686959,-62.7547083
469,"Central Stadion, Ljubljana",,
470,OULO,9.9659419,13.6164332
471,"Robert Diochon, Rouen",49.4104779,1.06982712341846
472,Reina Victoria SEVILLA,37.0298088,-6.1627722
473,"Olympic, Amsterdam",52.34352,4.85296856495528
474,LARNACA,34.9172012,33.6378531
475,"Jose Zorrilla, Valladolid",41.6445821,-4.76126994274625
476,Municipal TEXCOCO,19.5136932,-98.8795465
477,Estadio Nacional Mane Garrincha,-15.78347465,-47.8992051635517
478,MADRAS,13.0796914,80.2829533
479,"1 de Maio, Braga",,
480,"Stade Felix-Bollaert, Lens",50.43281,2.81498783846154
481,SZOLNOK,47.1754737,20.1948963
482,Cuauhtemoc PUEBLA,19.223056,-97.3383329
483,Auf Schalke,50.88138895,7.07179266247089
484,Insular,-27.6551882,-48.5138260106042
485,Arena Corinthians,-23.54552645,-46.4741902596486
486,Estadio Vasco da Gama,-22.91209185,-43.2311453059056
487,Standjata KYUSTANDIL,,
488,"Stade Alphonse Massamba Debat, Brazzaville",,
489,"Swissporarena, Luzern",47.03289605,8.3051023363901
490,"Amsterdam ArenA, Amsterdam",52.31435305,4.94284308905399
491,Municipal Chikko OSAKA,,
492,"Berliner, Berlin",52.370188,9.7529507
493,Stade Felix Houphouet-Boigny,5.3283077,-4.0185218116736
494,"Larkin Stadium, JOHOR BAHRU MALAYSIA",,
495,"Estadio das Antas, Porto",41.16173695,-8.58374796778875
496,Vojvodina NOVI SAD,45.2551053,19.845081
497,Velodromo Sampione MILAN,,
498,KATHMANDU,27.7087963,85.3202438
499,"Exhibition, Newcastle, Australia",-32.9211487,151.73590655
500,OUAGADOUGOU,12.3681481,-1.5270852
501,SBC Stadium,42.8827524,-8.51604756132976
502,Jack Murphy,38.4921119,-90.4739534
503,Monterrey Park California,25.7203593,-100.346978
504,Daejeon World Cup Stadium,36.36525335,127.325107422918
505,Betzenberg KAISERSLAUTERN,49.4303138,7.7792687
506,City Stadion LINZ,48.3059078,14.286198
507,National Stadium MANAMA,,
508,HUAILEN CHINA,,
509,"Lokomotiv, Moscow",55.8707051,37.6887307556068
510,Cartago TUNIS,36.851627,10.3304407
511,Daugava,56.7784219,24.6289459115835
512,GUANGZHOU,23.1300037,113.259001
513,ANKARA,39.9215219,32.8537929
514,Macau,22.1899448,113.5380454
515,Children's Mercy Park,39.08361915,-94.5767968410888
516,"Ibrox Stadium, Glasgow",55.85322665,-4.30921454062126
517,PORTO ALEGRE,-30.0329999,-51.2304999
518,Zentral KYIV,,
519,Viseu,40.6574713,-7.9138663
520,"Tosu Stadium, SAGA",,
521,National Stadium TEL AVIV,,
522,"Olimpijski, Sarajevo",43.8737045,18.4084479251974
523,SAN FERNANDO,16.9134645,-93.2203811018791
524,"Al Sadd, Doha",25.2781809,51.5019019
525,Carlos Salazar Hijo MAZATENANGO,14.53144375,-91.5090409374018
526,Nashville Coliseum,,
527,Corporation St CALCUTTA,,
528,"Estadio La Romareda, Zaragoza",41.63648875,-0.901822481330636
529,"Qasim Bin Hamad Stade, Doha",,
530,"Estadio Nacional Jose Diaz, Lima",,
531,PALO SECO,18.4604316,-66.1449396280341
532,"Celtic Park, Glasgow",55.849717,-4.2053894372093
533,Dnipro Arena,48.46035105,35.0324434444544
534,Hamilton Crescent,34.181198,-85.3176099
535,"Stade Auguste Delaune, Reims",49.2471326,4.02477905839123
536,Gradski BUCURESTI,,
537,FUKUOKA,33.6251241,130.6180016
538,Bourj Hammoud BEIRUT,,
539,PAPHOS,34.7755334,32.422008
540,"Stade de l'Amitie, Dakar",,
541,"Azteca Stadium, Mexico City",19.3029794,-99.1504698525862
542,MOSKVA,55.7506828,37.6174976
543,National Stadium HONG KONG,,
544,Ryavallen,57.7357223,12.93493155
545,Montecatini FLORENCE,43.61059975,10.9657195236706
546,"Ahmed Bin Ali, Al-Rayyan SC Stadium",,
547,"Les Bruyeres, Rouen",49.4115569,1.07188394133978
548,Cape Town Stadium,-33.90376715,18.4096565269476
549,Estadio Casa Blanca QUITO,-0.107723,-78.4896403583546
550,Monumental LIMA,-12.0543954,-77.0469244815153
551,"Jawaharia Nehru, Kochin",,
552,"Goldstone Ground, Hove",,
553,Cheasefield Stadium,,
554,"Alexandra Park, Montreal",45.5322975,-73.6200865
555,Brinco de Ouro,-22.90963435,-47.0434678
556,"Public Stadium, SUWON",36.611374,126.640837
557,VILLAVICENCIO,4.1315113,-73.6206666
558,Nuevo ELCHE,25.7256216,-100.2459129
559,Estadio La Corregidora,20.5789264,-100.3663717
560,"Jose Rico Perez, Alicante",38.35734585,-0.492597322119981
561,ERNAKULAM INDIA,9.9870993,76.3431013545535
562,Kirov LENINGRAD,60.8080182,33.7159913
563,LARISSA,39.6382927,22.4159499
