player_id,team_id,goals
14550,62,1
14544,62,0
34999,62,2
5914,62,0
11180,62,0
14537,62,0
14548,62,0
14549,62,0
5919,62,0
18555,62,1
14541,62,0
11529,78,1
11530,78,0
43128,78,1
43112,78,1
43131,78,2
11520,78,1
43118,78,1
43125,78,0
43123,78,0
43126,78,0
11524,78,0
43130,78,1
11526,78,0
43129,78,1
11533,78,0
43127,78,1
11522,78,0
43124,78,0
34313,26,0
14577,26,0
33716,26,0
23592,26,0
34307,26,0
33714,26,1
9390,26,0
23593,26,2
34312,26,1
23591,26,0
33712,26,2
34314,26,0
34311,26,0
34315,26,2
34310,26,0
34308,26,0
35650,26,1
44284,27,0
40174,27,1
40175,27,1
40187,27,0
44285,27,0
40173,27,0
40185,27,0
44283,27,0
44281,27,0
44282,27,0
44289,27,1
44287,27,0
44286,27,0
11546,27,1
44290,27,1
40179,27,0
44507,79,0
44464,79,0
44471,79,0
44466,79,0
44468,79,0
44463,79,0
16693,79,0
44455,79,0
5971,63,2
43158,63,0
5966,63,0
41787,63,0
43157,63,0
21817,63,0
25696,63,0
5972,63,0
43165,63,1
5964,63,0
43166,63,1
41786,63,0
43159,63,0
5967,63,0
8673,63,1
5942,63,1
5961,63,0
5969,63,0
43162,63,0
43161,63,0
25698,63,0
41788,63,1
5945,63,0
5965,63,1
5962,63,0
5949,63,1
19960,63,0
19961,63,0
43164,63,1
6574,64,0
6589,64,2
6588,64,0
20145,64,0
11620,64,0
6578,64,1
21973,64,1
20144,64,0
6526,64,0
26669,64,1
6586,64,0
6577,64,1
6582,64,0
6587,64,0
6573,64,0
6591,64,1
6592,64,1
6546,64,0
6555,64,1
6590,64,0
6585,64,0
6581,64,0
6584,64,1
6579,64,2
6525,64,0
20261,28,0
20262,28,1
30182,28,1
20260,28,0
6888,28,0
6886,28,0
6889,28,0
6896,28,2
6890,28,1
6892,28,0
6867,28,1
6895,28,1
20259,28,0
20258,28,0
6887,28,0
30179,28,1
6865,28,0
6897,28,3
18182,28,1
6893,28,0
6891,28,0
6894,28,0
6984,65,1
6977,65,1
22145,65,1
18660,65,1
9445,65,0
18657,65,0
3471,65,1
6962,65,0
9457,65,1
6987,65,0
18659,65,2
6963,65,1
6965,65,0
6980,65,0
14637,65,1
9454,65,0
9448,65,1
6968,65,0
6976,65,0
6989,65,0
32017,29,0
18725,29,0
35714,29,0
14703,29,1
14709,29,0
35069,29,0
18724,29,1
18727,29,1
1343,29,0
35068,29,0
1352,29,0
14706,29,0
14707,29,1
35712,29,1
20282,29,1
44288,29,2
44087,29,1
1338,29,1
35713,29,1
18723,29,1
9463,29,0
18726,29,1
1340,29,0
1336,29,1
14708,29,0
34369,30,1
9506,30,0
9509,30,1
1424,30,0
29328,30,1
41433,30,0
1430,30,0
9504,30,0
9507,30,2
9502,30,0
9505,30,0
29330,30,1
1427,30,0
9499,30,1
9508,30,1
9501,30,0
9503,30,0
9500,30,0
14787,30,0
14789,30,1
42872,30,0
40763,31,1
11665,31,0
11668,31,0
11663,31,0
11669,31,0
40762,31,1
11661,31,0
11670,31,0
11672,31,3
11674,31,1
11671,31,1
11662,31,0
11673,31,1
11667,31,0
11664,31,0
11666,31,0
18864,66,2
22219,66,0
29397,66,0
14946,66,0
18856,66,1
18861,66,2
18862,66,2
18860,66,0
18859,66,0
29394,66,0
11739,66,0
18855,66,1
29391,66,1
41440,66,0
29393,66,0
32626,66,0
11733,66,0
29392,66,0
9538,32,0
9528,32,1
1475,32,0
14950,32,3
1473,32,0
9535,32,0
14951,32,1
14949,32,0
9531,32,0
9530,32,1
9527,32,0
41102,32,1
26765,32,0
1484,32,0
1483,32,0
9524,32,0
9521,32,1
1491,32,1
29406,33,1
9552,33,0
29410,33,1
32637,33,0
32634,33,1
9542,33,0
34384,33,0
14969,33,0
32638,33,2
32632,33,0
32639,33,1
9551,33,0
32636,33,0
36743,33,0
29405,33,0
29412,33,0
9545,33,0
39589,33,1
9541,33,0
32633,33,0
9543,33,0
23834,33,1
24708,34,1
24725,34,1
24714,34,0
24707,34,0
24723,34,0
11859,34,0
24716,34,1
36296,34,1
24724,34,1
24710,34,1
24722,34,0
24712,34,0
20340,34,0
36303,34,1
36292,34,1
36302,34,1
36295,34,0
36293,34,0
24715,34,1
36294,34,0
24727,34,1
24719,34,0
11870,35,0
18950,35,1
18953,35,1
7341,35,0
18948,35,0
18949,35,0
32697,35,1
7325,35,0
30220,35,1
35832,35,1
30221,35,0
7349,35,0
18947,35,2
41479,35,1
35833,35,2
7339,35,0
7332,35,0
18955,35,1
18954,35,1
7338,35,0
18945,35,1
18952,35,1
44135,35,0
23895,36,1
15229,36,0
7398,36,1
15244,36,0
15246,36,0
33851,36,1
7389,36,0
19016,36,1
16628,36,0
23891,36,0
33855,36,1
19013,36,0
7394,36,0
33853,36,2
23892,36,0
7393,36,0
33857,36,0
15240,36,1
15239,36,1
7467,37,0
7459,37,2
7449,37,0
7452,37,0
19106,37,1
32748,37,0
7468,37,4
15490,37,0
15496,37,0
7457,37,0
7451,37,0
7456,37,0
7465,37,0
7469,37,0
7458,37,0
15491,37,0
7464,37,2
15497,37,1
7455,37,0
19105,37,1
27626,67,0
27627,67,0
27610,67,0
37912,67,1
27613,67,0
27614,67,0
37904,67,0
37911,67,1
27619,67,2
27605,67,0
37907,67,0
27623,67,0
16644,67,0
27612,67,0
37908,67,0
27603,67,0
27625,67,0
31363,38,0
24789,38,1
31359,38,0
31360,38,0
31352,38,0
15531,38,0
31353,38,0
31361,38,1
31355,38,1
15661,39,2
15630,39,0
15662,39,1
39652,39,0
9585,39,0
15663,39,0
24054,39,1
9599,39,0
39653,39,2
15642,39,0
15658,39,1
36816,39,1
29699,39,1
15654,39,0
15665,39,0
15668,39,0
24056,39,0
39655,39,2
22387,39,0
15669,39,2
24058,39,0
15671,39,1
15682,72,0
15681,72,0
36012,72,0
15677,72,0
42926,72,0
24082,72,0
15680,72,0
15679,72,1
39658,72,1
39657,72,0
24084,72,0
36011,72,1
15673,72,0
36013,72,0
24800,72,3
11951,40,1
1930,40,0
11953,40,1
11950,40,0
11945,40,0
11948,40,0
11940,40,0
11944,40,0
11946,40,0
40857,40,2
40859,40,1
11952,40,2
11947,40,0
1928,40,1
11942,40,0
11954,40,1
11949,40,0
40851,40,0
8335,41,0
1958,41,0
22532,41,0
8345,41,0
1947,41,0
8339,41,0
1945,41,0
8343,41,1
26875,41,2
8342,41,0
8332,41,0
8331,41,3
8338,41,1
8323,41,1
8341,41,1
4121,41,0
8344,41,0
8337,41,2
7235,41,0
22531,41,1
26041,42,0
8443,42,1
1967,42,0
27672,42,2
8436,42,0
15707,42,0
19186,42,0
26040,42,1
8455,42,1
15716,42,1
1970,42,0
8452,42,0
8449,42,0
8444,42,1
15710,42,0
19188,42,0
8445,42,0
27668,42,0
1972,42,0
8448,42,0
26049,42,0
8440,42,1
22564,42,3
20466,42,0
8453,42,1
22563,42,2
8446,42,1
20465,42,0
43465,42,0
8447,42,0
8450,42,0
29881,43,1
12002,73,0
12018,73,1
16791,73,0
12003,73,0
16780,73,3
12014,73,0
11995,73,0
16801,73,0
16795,73,0
16794,73,0
40408,73,2
16798,73,1
16796,73,0
16800,73,0
26054,73,1
16799,73,2
16797,73,0
8733,68,1
8729,68,0
8726,68,0
8736,68,0
8739,68,1
8725,68,0
8698,68,1
8727,68,0
22627,68,1
8732,68,0
8738,68,1
8728,68,1
20577,68,2
8735,68,0
8706,68,0
20573,68,0
8730,68,0
8700,68,0
22624,68,0
8704,68,1
8737,68,0
8718,68,0
22626,68,0
12036,69,0
12027,69,0
15827,69,0
15820,69,1
19225,69,1
15821,69,0
15828,69,1
12024,69,0
12031,69,0
15829,69,3
15823,69,0
12028,69,0
15824,69,3
12029,69,0
15825,69,0
12023,69,0
2102,45,0
2092,45,1
31544,45,0
2094,45,0
2101,45,0
2108,45,0
2104,45,0
