id,name
12766,Allan Hansen II
18566,Bart De Roover
4204,Cristian Oviedo
37030,Julio Gomez Rendon
16118,badr A Abdullah
25865,Jock Ferguson
6695,Daniel Ruiz
41419,Adolfo Gori
7718,Arturo Fraga
3445,Gil
15559,MUZAFFER Tokac
7,Javier Zanetti
41860,Frederick Thompson
31546,FAN Zhi Yi
16825,Jordan Lukaku
5879,Dennis Bergkamp
13001,Meelis Rooba
20710,Iain Fraser
12022,Aaron Ramsey
24720,Thuso Phala
39931,Nader Afshar Alavinejad
799,Leo Wilden
5279,Haim Revivo
24002,ALI Yavas
6461,Blas Marcelo Cristaldo
38546,Nidelson
102,Redouane Akniouene
15784,Stuart Williams
22968,Valentin Naidenov
5805,Fausto Manuel Pinto
8755,Mark Pembridge
43732,Lahcen Oudani
32924,John Hallam
1937,Theyab Awana
39393,Istvan Berecz
6551,Elvis Marecos
15603,RIDVAN Dilmen
10769,Meyer Nimni
25551,Javier Sanchez
29952,Baronio
24807,Nicolas Ignacio Vigneri
40311,Masoud Hasanzadeh
15870,Branko Zebec
17434,Ilja Venalainen
16876,Johnny Thio
32082,Robert Andrew Mutie Macindoe Oglivie
23656,Nicolae Sternberg
38592,Evan Welsh
28651,Olavi Laaksonen
17642,Desire Van Den Audenaerde
20535,Alexander Hezzel
2941,Blas Saruppo
28789,Henrik Bernburg
28745,Gert Hansen
13347,Josef Hornauer
6838,Andres Mendoza
37899,Dwayne Jack
14520,Ronald Koeman
12717,Peter Meister
38602,Donovan Panton
32309,George Hogg
26117,Luis Felipe Chara
26453,Harold Lozano
14476,Martin Koeman
40608,Faraj
1806,Farak
975,Ali Bouafia
12400,Pierre Djanka Beaka
7355,Ernst Andersson
40407,Khikmatjon Khoshimov
18714,Jos Heyligen
27178,Antoine Champagne
6597,Antonio Maquilon
37712,Pedro P Arosemena
15218,Jorgen Pettersson
43808,Lemmay Mohammed Nejib Limam
41363,Antonio Soares
15962,ZHANG Xiao Wen
34605,Conrad Smith
9519,Sasa Ilic
22214,Peter McCloy
8239,Eduardo Da Silva
30988,Gamal Abdul-Hamid
21214,Marcelo
33045,Edwin 'Pinky' Latherton
21238,Lucien Cossou
6953,Jaime Graca
24943,Michael Myers
3862,Nikolas Ledgerwood
24607,Abdessalam Benjelloun
24615,Beaka
34333,Lopes Costa e Silva Jose Luis
25308,Daniel 'Goebbels' Cadet
10969,PARK Soo-Il
22843,Zdenek Prokes
44384,Omran Aljesmi
9704,Sayed Sabt Abbas Mohamed Jaffer
31847,Addick Koot
32814,Bert Evans
8121,Elgar Baeza
8806,Drazen Muzinic
40861,Aleksey Polyakov
12593,Leopold Neumer
9413,Dimas
29996,Francisco Javier Gomez
6589,Miguel Almiron
36391,Fredy Vilchez
31176,Ricardo Katza
42678,Makram Kridene
39904,Ali Jabbari
22406,Osny
1971,Steve Cherundolo
35713,Stephen Quinn
13807,Vilmos Nyul II
23185,Konstandinos Terezakis
3015,Batatais
36692,Dimitris Mavrogenidis
26364,Ton Pouce
3144,Juan M Filgueiras
35786,Franz Riegler
25777,Mickey Trotman
24432,Claudio Albizuris
37294,Hector Aaron Canjura
7570,Pablo Dacal
24384,Detlev Dammeier
37544,A Reid
39927,Masoud Broumand
19437,Alberto Lega
39066,Miklos Moldvan
21327,Emmanuel Pappoe
14870,Eric Caldow
14848,Fred Martin
29659,Christian Poulsenfor
19998,Mayeregger
40126,Vahid Talebloo
2814,Mariano Aldea
40877,Hans Windisch
778,Zinedine Zidane
8337,Cristhian Stuani
43437,Geroge Nanchoff
32168,William Anderson
2516,Agustin Balbuena
37816,Wilder Galliquio
42804,Azamat Abduraimov
7003,David O'Leary
28125,George Cummings
23622,Filipe
33005,Maurice Parry
20755,Arouca
7598,Jose Benincasa
44326,Ashoor
39973,Farshad Piyous
12269,Franz Pelikan
4152,Luis Muriel
11643,Hussein Solaimani
37554,Oa
38400,Casvanre
28556,Robert Jensen
35051,Abdelkader Ben Bouali
11208,Peter Doyle
13413,Norbert Nigbur
596,Taher Abou Zeid
6837,Orlando Prado
6809,Omar Andres Asad
17379,Seppo Pelkonen
34662,Sven-Erik Sundberg
44188,Skandar Souyah
16696,Faisal Aziz Rashed
42698,Evren Nuri Turhan
39013,PARK Jae-Seung
5273,Eyal Berkovic
19626,Arturo Garcia
12752,James Ronvang
31222,Mostafa Gaafer
32657,Ignacio 'Arieta I'
27219,Vertus
23814,Gavin Rae
25762,Sherwyn Julien
35582,Moulay
37354,Vertuz
29022,Sotiris Kyrgiakosfor
32139,Rev William W Beveridge
4055,Aerna
43972,Mohamed Midah
3540,Dener
13419,Herbert Waas
20068,Andres Gallardo
32318,Charlie Athersmith
13265,Ladislaus Dlabac
5489,Hiroshige Yanagimoto
34140,Teuvo Moilanen
27386,Herkley Vaz
6114,Antonio Invernizzi
17975,Einar Gunnarsson
31910,Willie Irvine
31349,Mohamed Elneny
10270,Eric Hulme
38715,Gutierrez
21745,Eduardo Rergis
33922,Ibrahim Mohammed
8722,Giacomo Di Giorgi
35076,Daniel Horlaville
13140,Louis Gabrillargues
8063,Carlos Romero
33381,Juho Makela
38778,Trofin
19242,Bozidar Pajevic
35309,Youssef Msakni
43074,Diego Chavarria
306,Ivailo Petkov
17859,Rolf Geiger
1470,Faysal Bouthnein
665,Salimi
30275,Milton A Gomez
27639,John Travis
42990,Sergio Diaz
18667,Jack Sullivan
30544,Stilianos Kuruklatos
36459,Yeoshua Glazer
18276,Henti Larnoe
33312,Julius Kaljo
5663,Antonio Oscar Laginestra
13363,Anton Turek
5193,Jozsef Duro
13463,Neotakis Lukanidis
3519,Mauro Galvao
42920,Illya Blyzyuk
32299,John Sutcliffe
25086,Michael Johansen
29208,Thomas Poulsen
20091,Pablo Nacimiento
12861,Robert Merz
9542,Marek Hamsik
35026,Rodolphe Hiden
26276,Renan Calle
16229,Nobuo Fujishima
5134,YAPP Hung-fai
2359,Jose Salomon
35351,Eduard Markarov
42329,Michio Yasuda
927,Abdelhamid Salhi
34080,Rudolf Netzel
22443,Ramon Ferrer
12338,Geno Mateev
4769,Michel Mezy
43461,Edgar Lugo
44347,Awer Massoud
17114,Ernest B Proud
414,Tarek Lazizi
38987,Antal Nagy I
6003,Ramon 'Ramonete' Gonzalez
11385,Max Davis
41154,MUJDAT Yetkiner
14392,Marco Cassetti
13706,Karl Desnohlidek
12260,Stefan Ilsanker
31283,Ikramy Ahmed Ahmed El-Shahat
17169,Edward Thomas Hanney
11472,Jason New
44247,Yaqoob Juma Al Mikhaini
5649,Guillermo Hernandez
17613,Pierre Duhart
12595,Engelbert Smutny
5542,Yuto Nagatomo
10234,Stan Eastham
1403,Erik Lincar
6159,Vicente Sanchez
26184,Henry Toscano
33925,Georgy Gostev
18337,Gep Landaal
21186,Nonato
25448,Olafur Karl Finsen
22101,Silva
3967,Frederico Valencia
44066,Sergio Conceicaofor
25146,Elias Montes
7219,Agustin Gainza
12444,Eduard Glieder
29448,Knut Gustavsson
5360,Gabriele Oriali
30507,Yeorgios Muratidis
28596,Carl Lundsteen
4321,Marino Alcivar
23248,Guerino
40724,Harres Mohammed Hassan
31425,Rachid
34051,Wilhelm Blunk
10124,Andrew Zinni
31556,GAO Zhong Xun
16014,Abdulla A Rahman
13625,Alois Kwietek
24810,N'joyu
15428,Richard Durr
30892,Al Batal
21790,Jarrod Smith
33489,Riyad Mizher
35490,Gabor Fuzi II
12454,Walter Centeno
40674,Hassan Louai
44361,Monzer Ali
21573,Shinichi Morishita
22226,Vladimir Kinder
32978,William Foulke
12226,Christian Mayrleb
44162,Jaap Barendregt
31100,Hesman Yaken
578,Rabia Yassin
37972,YAN Junling
13709,Jozsef Vanicsek
20675,Dean Angelov
11663,Mansour Althaqfi Al Harbi
12423,Andreas Dober
24224,Zvonimir Cimermancic
27544,Armando Velardo
20720,Jose Marcelo Ferreira 'Ze Maria'
12856,Josef Prager
12053,Josef Blum
4380,R Reeves Patterson
13479,Nikolaos Kalambakas
11820,Ron Burns
20010,Ramon Rodriguez
12897,Inside Right
39692,Davoud Fanaei
18391,Gustave Eeckeman
20009,Gerado Nunez
35186,Rene Gardien
24201,Branislav Dimitrijevic
916,Bentayeb
1414,Florin Soavafor
39635,Tony Warner
30518,Mihail Kiriazopoulos
15334,Henri Glasson
17942,Zoltan Jagodics
6374,Saturnino Arrua
16295,Dawood Saad
36665,Florin Grigore
19643,Sergio Castillo
44532,Coca
27972,Bruno Nicole
6407,Mariano Pesoa
44289,Hisham Al Shuaibi
20261,Luis Abram
16330,Saleh Yousif Qamber
19146,Ibrahim Toraman
26211,Juan Raul Noriega Arditto
6856,John Christian Galliquio
40762,Abdulaziz Al Jebreen
21320,Emmanuel Duah
24610,Mohammed Chihani
21748,Fernando Salazar
24181,Nikola Spirov
6349,Francisco 'Tachuela' Martinez
17003,Svend Olsen
11800,Danny Le Roux
29851,Jose Eduardo Campos
14609,Frasco
42775,Essa Ali
19787,Tomas Gutierrez
30143,J Bardales
40943,Shigemi Ishii
6275,Zaracho
35540,Sergio Marchi
16655,Muhsen Mosabah
44212,Vyatcheslav Kernozenko
9464,Stephen Hunt
39686,Doric
560,El Sayed
14301,Aldo Olivieri
25176,Bryan Tamacas
28800,Ari Makynen
30075,E Trivino
21053,Marcelinho Carioca
15043,Jose Bakero
27803,Frantisek Nejedly
3976,M Busso
6300,Diogenes Martinez
28861,Thomas Thorninger
1063,Ghislain Degrange Akassou
39801,Siamah Rahinpoor
21650,Horacio Casarin Garcialazo
20990,Alex Sandro
3378,Angel Manuel Silva
36743,Adam Nemec
29012,Ilias Talikriadis
19349,Carlos Borga
32519,Robert Thomson I
13673,Fritz Brandstatter
25980,Ed Radwanski
21227,Anders Eriksson
34001,Lauri Hayha
44546,Jose Maria Aguero Araya
43134,Herrer
14316,Riccardo Carapellese
30870,Salababag Rista
43331,Tesheira
3170,Rubens
36115,Razak Pimpong
7951,Jose Pedro Rosselli
25075,Alexes Rene Aviles
17407,Pasi Laaksonen
11563,Hashim Saleh Mohammed
36607,Luke McCullough
18683,Fred Horlacher
5527,M Rodriguez
17624,Charles Vanden Wouwer
30822,Hesham Hanafi
38125,Sancius David
16927,Jim Easton
16280,Abdulla Al Haza'a
18045,Ben Sahar
25285,Dennis Lopez
41326,Alcide Ghiggia
27733,Milan Cermak
14934,Craig Gordon
3993,Wilson John Manuel Rodriguez
14946,Darren Fletcher
38601,Clive Smith
9489,Daniel Niculae
3804,Tenjo Minchev
31620,Georges Taisne
39195,Porazik
15131,Leos Drucker
24102,Bozhidar Yankov
7704,Omar Perez
29810,Evaristo Contreras
6183,Magin Gomez
24582,Abdelaziz Souleymani
33498,Roberto Colautti
42606,Saleh Al Kamber
22451,Luis A Luz
6154,Raimundo Sandoval
32904,Seth Powell
7452,Blerim Dzemaili
24559,Gustavo Napoles
5786,Carlos Salcido
36247,King Foster Bastios
7267,Jose Luis Lopez
18533,Tschen La Ling
35683,Joey Donnelly
9450,Nuno Maniche
44332,Badr Al Mahrouki
2919,Tatu
12539,Jan Knobloch-Madelon
14270,Leopoldo Conti
28535,Ove Flindt Bjerg
36647,Glen Crowe
10784,Gad Machness
25597,Ignacio Hierro
35528,Kurt Meissner
36332,Boateng
